priority_rank,date_key,store_id,store_name,city_id,sku_id,sku_name,category,risk_score,risk_level,hours_to_stockout,days_of_cover,current_closing_stock,projected_inventory,reorder_point,target_stock,recommended_quantity,case_pack_size,lost_sales_exposure,reason,action
537,20260629,35,HYD_DS_05,4,16,DAIR_MILK_16,Dairy,15,Low,43.0,2.39,107,107,162,342,240,12,0.0,Projected inventory (107) breached ROP (162). Target: 342.,Scheduled Replenishment
538,20260629,8,BEN_DS_08,1,262,BABY_BABY_22,Baby Care,15,Low,43.2,2.4,75,75,82,238,168,6,0.0,Projected inventory (75) breached ROP (82). Target: 238.,Scheduled Replenishment
539,20260629,23,MUM_DS_03,3,158,STAP_DALS_08,Staples,15,Low,43.2,2.4,81,81,125,260,180,6,0.0,Projected inventory (81) breached ROP (125). Target: 260.,Scheduled Replenishment
540,20260629,9,BEN_DS_09,1,132,FRUI_EXOT_12,Fruits & Vegetables,15,Low,43.4,2.41,207,207,316,660,456,24,0.0,Projected inventory (207) breached ROP (316). Target: 660.,Scheduled Replenishment
541,20260629,16,DEL_DS_06,2,16,DAIR_MILK_16,Dairy,15,Low,43.4,2.41,129,129,203,417,288,12,0.0,Projected inventory (129) breached ROP (203). Target: 417.,Scheduled Replenishment
542,20260629,25,MUM_DS_05,3,100,PACK_READ_10,Packaged Foods,15,Low,43.6,2.42,93,93,144,298,208,8,0.0,Projected inventory (93) breached ROP (144). Target: 298.,Scheduled Replenishment
543,20260629,40,HYD_DS_10,4,179,STAP_EDIB_29,Staples,15,Low,43.6,2.42,87,87,93,273,192,24,0.0,Projected inventory (87) breached ROP (93). Target: 273.,Scheduled Replenishment
544,20260629,17,DEL_DS_07,2,249,BABY_DIAP_09,Baby Care,15,Low,43.7,2.43,66,66,88,223,160,8,0.0,Projected inventory (66) breached ROP (88). Target: 223.,Scheduled Replenishment
545,20260629,18,DEL_DS_08,2,173,STAP_DALS_23,Staples,15,Low,43.9,2.44,45,45,89,145,120,24,0.0,Projected inventory (45) breached ROP (89). Target: 145.,Scheduled Replenishment
546,20260629,23,MUM_DS_03,3,101,PACK_NOOD_11,Packaged Foods,15,Low,43.9,2.44,100,100,106,311,216,6,0.0,Projected inventory (100) breached ROP (106). Target: 311.,Scheduled Replenishment
547,20260629,4,BEN_DS_04,1,272,PET _CAT _02,Pet Care,15,Low,58.9,3.27,18,18,28,50,36,6,0.0,Projected inventory (18) breached ROP (28). Target: 50.,Scheduled Replenishment
548,20260629,40,HYD_DS_10,4,239,HOUS_DISP_29,Household,14,Low,34.6,1.92,7,7,7,29,24,6,0.0,Projected inventory (7) breached ROP (7). Target: 29.,Scheduled Replenishment
549,20260629,21,MUM_DS_01,3,299,PET _DOG _29,Pet Care,14,Low,40.9,2.27,26,26,60,95,72,24,0.0,Projected inventory (26) breached ROP (60). Target: 95.,Scheduled Replenishment
550,20260629,21,MUM_DS_01,3,58,BEVE_TEA _28,Beverages,14,Low,44.3,2.46,174,174,181,534,360,24,0.0,Projected inventory (174) breached ROP (181). Target: 534.,Scheduled Replenishment
551,20260629,21,MUM_DS_01,3,156,STAP_ATTA_06,Staples,14,Low,44.6,2.48,80,80,157,254,180,12,0.0,Projected inventory (80) breached ROP (157). Target: 254.,Scheduled Replenishment
552,20260629,26,MUM_DS_06,3,88,SNAC_NAMK_28,Snacks,14,Low,45.0,2.5,168,168,242,511,348,6,0.0,Projected inventory (168) breached ROP (242). Target: 511.,Scheduled Replenishment
553,20260629,34,HYD_DS_04,4,107,PACK_PAST_17,Packaged Foods,14,Low,45.0,2.5,54,54,79,165,120,12,0.0,Projected inventory (54) breached ROP (79). Target: 165.,Scheduled Replenishment
554,20260629,39,HYD_DS_09,4,170,STAP_SPIC_20,Staples,14,Low,45.2,2.51,96,96,140,293,200,8,0.0,Projected inventory (96) breached ROP (140). Target: 293.,Scheduled Replenishment
555,20260629,24,MUM_DS_04,3,73,SNAC_NAMK_13,Snacks,14,Low,45.4,2.52,166,166,240,504,360,24,0.0,Projected inventory (166) breached ROP (240). Target: 504.,Scheduled Replenishment
556,20260629,28,MUM_DS_08,3,170,STAP_SPIC_20,Staples,14,Low,45.5,2.53,85,85,126,261,176,8,0.0,Projected inventory (85) breached ROP (126). Target: 261.,Scheduled Replenishment
557,20260629,1,BEN_DS_01,1,279,PET _DOG _09,Pet Care,13,Low,36.5,2.03,26,26,38,102,80,8,0.0,Projected inventory (26) breached ROP (38). Target: 102.,Scheduled Replenishment
558,20260629,17,DEL_DS_07,2,224,HOUS_DISP_14,Household,13,Low,36.5,2.03,26,26,48,99,80,8,0.0,Projected inventory (26) breached ROP (48). Target: 99.,Scheduled Replenishment
559,20260629,28,MUM_DS_08,3,214,HOUS_DISP_04,Household,13,Low,37.1,2.06,19,19,35,72,56,8,0.0,Projected inventory (19) breached ROP (35). Target: 72.,Scheduled Replenishment
560,20260629,35,HYD_DS_05,4,198,PERS_ORAL_18,Personal Care,13,Low,38.9,2.16,27,27,27,102,76,4,0.0,Projected inventory (27) breached ROP (27). Target: 102.,Scheduled Replenishment
561,20260629,15,DEL_DS_05,2,170,STAP_SPIC_20,Staples,13,Low,45.7,2.54,73,73,107,221,152,8,0.0,Projected inventory (73) breached ROP (107). Target: 221.,Scheduled Replenishment
562,20260629,16,DEL_DS_06,2,11,DAIR_MILK_11,Dairy,13,Low,45.7,2.54,158,158,225,474,320,8,0.0,Projected inventory (158) breached ROP (225). Target: 474.,Scheduled Replenishment
563,20260629,26,MUM_DS_06,3,167,STAP_RICE_17,Staples,13,Low,45.7,2.54,95,95,98,286,24,6,0.0,Projected inventory (95) breached ROP (98). Target: 286. Scaled down to respect dark store physical capacity buffer.,Scheduled Replenishment
564,20260629,9,BEN_DS_09,1,135,FRUI_CUT _15,Fruits & Vegetables,13,Low,46.4,2.58,196,196,325,629,436,4,0.0,Projected inventory (196) breached ROP (325). Target: 629.,Scheduled Replenishment
565,20260629,37,HYD_DS_07,4,41,BEVE_JUIC_11,Beverages,13,Low,46.4,2.58,117,117,169,351,240,24,0.0,Projected inventory (117) breached ROP (169). Target: 351.,Scheduled Replenishment
566,20260629,21,MUM_DS_01,3,243,BABY_BABY_03,Baby Care,13,Low,46.6,2.59,57,57,57,167,114,6,0.0,Projected inventory (57) breached ROP (57). Target: 167.,Scheduled Replenishment
567,20260629,9,BEN_DS_09,1,155,STAP_SPIC_05,Staples,13,Low,46.8,2.6,43,43,83,132,92,4,0.0,Projected inventory (43) breached ROP (83). Target: 132.,Scheduled Replenishment
568,20260629,9,BEN_DS_09,1,173,STAP_DALS_23,Staples,13,Low,67.0,3.72,88,88,140,211,144,24,0.0,Projected inventory (88) breached ROP (140). Target: 211.,Scheduled Replenishment
569,20260629,23,MUM_DS_03,3,252,BABY_BABY_12,Baby Care,13,Low,76.1,4.23,201,201,294,436,236,4,0.0,Projected inventory (201) breached ROP (294). Target: 436.,Scheduled Replenishment
570,20260629,1,BEN_DS_01,1,240,HOUS_REPE_30,Household,12,Low,37.6,2.09,10,10,13,37,48,12,0.0,Projected inventory (10) breached ROP (13). Target: 37.,Scheduled Replenishment
571,20260629,17,DEL_DS_07,2,235,HOUS_REPE_25,Household,12,Low,38.0,2.11,27,27,34,98,72,12,0.0,Projected inventory (27) breached ROP (34). Target: 98.,Scheduled Replenishment
572,20260629,26,MUM_DS_06,3,193,PERS_ORAL_13,Personal Care,12,Low,38.2,2.12,10,10,14,37,4,4,0.0,Projected inventory (10) breached ROP (14). Target: 37. Scaled down to respect dark store physical capacity buffer.,Scheduled Replenishment
573,20260629,25,MUM_DS_05,3,215,HOUS_REPE_05,Household,12,Low,38.3,2.13,23,23,28,82,60,4,0.0,Projected inventory (23) breached ROP (28). Target: 82.,Scheduled Replenishment
574,20260629,15,DEL_DS_05,2,205,PERS_SANI_25,Personal Care,12,Low,38.7,2.15,6,6,9,23,24,12,0.0,Projected inventory (6) breached ROP (9). Target: 23.,Scheduled Replenishment
575,20260629,39,HYD_DS_09,4,278,PET _PET _08,Pet Care,12,Low,38.9,2.16,19,19,25,69,72,24,0.0,Projected inventory (19) breached ROP (25). Target: 69.,Scheduled Replenishment
576,20260629,39,HYD_DS_09,4,164,STAP_EDIB_14,Staples,12,Low,47.2,2.62,41,41,59,122,84,4,0.0,Projected inventory (41) breached ROP (59). Target: 122.,Scheduled Replenishment
577,20260629,8,BEN_DS_08,1,88,SNAC_NAMK_28,Snacks,12,Low,47.3,2.63,151,151,212,442,294,6,0.0,Projected inventory (151) breached ROP (212). Target: 442.,Scheduled Replenishment
578,20260629,10,BEN_DS_10,1,75,SNAC_NUTS_15,Snacks,12,Low,47.3,2.63,105,105,147,307,216,24,0.0,Projected inventory (105) breached ROP (147). Target: 307.,Scheduled Replenishment
579,20260629,18,DEL_DS_08,2,101,PACK_NOOD_11,Packaged Foods,12,Low,47.5,2.64,89,89,89,257,168,6,0.0,Projected inventory (89) breached ROP (89). Target: 257.,Scheduled Replenishment
580,20260629,16,DEL_DS_06,2,59,BEVE_ENER_29,Beverages,12,Low,47.7,2.65,125,125,171,359,240,24,0.0,Projected inventory (125) breached ROP (171). Target: 359.,Scheduled Replenishment
581,20260629,21,MUM_DS_01,3,100,PACK_READ_10,Packaged Foods,12,Low,47.9,2.66,110,110,155,321,216,8,0.0,Projected inventory (110) breached ROP (155). Target: 321.,Scheduled Replenishment
582,20260629,21,MUM_DS_01,3,110,PACK_READ_20,Packaged Foods,12,Low,47.9,2.66,104,104,148,304,216,24,0.0,Projected inventory (104) breached ROP (148). Target: 304.,Scheduled Replenishment
583,20260629,21,MUM_DS_01,3,45,BEVE_WATE_15,Beverages,12,Low,48.1,2.67,226,226,310,648,432,12,0.0,Projected inventory (226) breached ROP (310). Target: 648.,Scheduled Replenishment
584,20260629,23,MUM_DS_03,3,110,PACK_READ_20,Packaged Foods,12,Low,48.1,2.67,112,112,156,324,216,24,0.0,Projected inventory (112) breached ROP (156). Target: 324.,Scheduled Replenishment
585,20260629,21,MUM_DS_01,3,154,STAP_EDIB_04,Staples,12,Low,48.4,2.69,80,80,110,229,12,12,0.0,Projected inventory (80) breached ROP (110). Target: 229. Scaled down to respect dark store physical capacity buffer.,Scheduled Replenishment
586,20260629,38,HYD_DS_08,4,88,SNAC_NAMK_28,Snacks,12,Low,48.4,2.69,121,121,164,344,228,6,0.0,Projected inventory (121) breached ROP (164). Target: 344.,Scheduled Replenishment
587,20260629,16,DEL_DS_06,2,26,DAIR_MILK_26,Dairy,12,Low,48.6,2.7,138,138,188,392,234,6,0.0,Projected inventory (138) breached ROP (188). Target: 392. Scaled down to respect dark store physical capacity buffer.,Scheduled Replenishment
588,20260629,16,DEL_DS_06,2,100,PACK_READ_10,Packaged Foods,12,Low,48.6,2.7,114,114,158,328,8,8,0.0,Projected inventory (114) breached ROP (158). Target: 328. Scaled down to respect dark store physical capacity buffer.,Scheduled Replenishment
589,20260629,25,MUM_DS_05,3,132,FRUI_EXOT_12,Fruits & Vegetables,12,Low,48.6,2.7,241,241,327,684,456,24,0.0,Projected inventory (241) breached ROP (327). Target: 684.,Scheduled Replenishment
590,20260629,6,BEN_DS_06,1,169,STAP_EDIB_19,Staples,12,Low,49.0,2.72,47,47,66,136,96,12,0.0,Projected inventory (47) breached ROP (66). Target: 136.,Scheduled Replenishment
591,20260629,2,BEN_DS_02,1,45,BEVE_WATE_15,Beverages,12,Low,49.1,2.73,229,229,310,646,420,12,0.0,Projected inventory (229) breached ROP (310). Target: 646.,Scheduled Replenishment
592,20260629,40,HYD_DS_10,4,170,STAP_SPIC_20,Staples,12,Low,49.1,2.73,117,117,181,352,240,8,0.0,Projected inventory (117) breached ROP (181). Target: 352.,Scheduled Replenishment
593,20260629,35,HYD_DS_05,4,41,BEVE_JUIC_11,Beverages,12,Low,49.3,2.74,159,159,213,445,288,24,0.0,Projected inventory (159) breached ROP (213). Target: 445.,Scheduled Replenishment
594,20260629,10,BEN_DS_10,1,27,DAIR_CURD_27,Dairy,12,Low,49.5,2.75,177,177,239,497,320,4,0.0,Projected inventory (177) breached ROP (239). Target: 497.,Scheduled Replenishment
595,20260629,7,BEN_DS_07,1,110,PACK_READ_20,Packaged Foods,12,Low,49.7,2.76,103,103,136,286,192,24,0.0,Projected inventory (103) breached ROP (136). Target: 286.,Scheduled Replenishment
596,20260629,2,BEN_DS_02,1,174,STAP_EDIB_24,Staples,12,Low,49.9,2.77,109,109,143,301,192,6,0.0,Projected inventory (109) breached ROP (143). Target: 301.,Scheduled Replenishment
597,20260629,15,DEL_DS_05,2,60,BEVE_WATE_30,Beverages,12,Low,49.9,2.77,87,87,120,245,160,4,0.0,Projected inventory (87) breached ROP (120). Target: 245.,Scheduled Replenishment
598,20260629,7,BEN_DS_07,1,41,BEVE_JUIC_11,Beverages,12,Low,50.2,2.79,165,165,217,454,312,24,0.0,Projected inventory (165) breached ROP (217). Target: 454.,Scheduled Replenishment
599,20260629,11,DEL_DS_01,2,75,SNAC_NUTS_15,Snacks,12,Low,50.2,2.79,86,86,115,238,168,24,0.0,Projected inventory (86) breached ROP (115). Target: 238.,Scheduled Replenishment
600,20260629,35,HYD_DS_05,4,110,PACK_READ_20,Packaged Foods,12,Low,50.2,2.79,96,96,128,266,192,24,0.0,Projected inventory (96) breached ROP (128). Target: 266.,Scheduled Replenishment
601,20260629,7,BEN_DS_07,1,17,DAIR_CURD_17,Dairy,12,Low,50.4,2.8,186,186,245,511,328,4,0.0,Projected inventory (186) breached ROP (245). Target: 511.,Scheduled Replenishment
602,20260629,25,MUM_DS_05,3,255,BABY_BABY_15,Baby Care,12,Low,51.3,2.85,58,58,76,157,102,6,0.0,Projected inventory (58) breached ROP (76). Target: 157.,Scheduled Replenishment
603,20260629,4,BEN_DS_04,1,268,BABY_BABY_28,Baby Care,12,Low,51.5,2.86,55,55,62,158,104,8,0.0,Projected inventory (55) breached ROP (62). Target: 158.,Scheduled Replenishment
604,20260629,18,DEL_DS_08,2,11,DAIR_MILK_11,Dairy,12,Low,51.7,2.87,155,155,217,433,280,8,0.0,Projected inventory (155) breached ROP (217). Target: 433.,Scheduled Replenishment
605,20260629,18,DEL_DS_08,2,256,BABY_BABY_16,Baby Care,12,Low,51.7,2.87,87,87,113,235,168,24,0.0,Projected inventory (87) breached ROP (113). Target: 235.,Scheduled Replenishment
606,20260629,6,BEN_DS_06,1,119,PACK_BREA_29,Packaged Foods,12,Low,52.0,2.89,61,61,91,175,120,12,0.0,Projected inventory (61) breached ROP (91). Target: 175.,Scheduled Replenishment
607,20260629,15,DEL_DS_05,2,114,PACK_BREA_24,Packaged Foods,12,Low,52.0,2.89,66,66,67,182,120,12,0.0,Projected inventory (66) breached ROP (67). Target: 182.,Scheduled Replenishment
608,20260629,24,MUM_DS_04,3,154,STAP_EDIB_04,Staples,12,Low,52.0,2.89,60,60,76,159,108,12,0.0,Projected inventory (60) breached ROP (76). Target: 159.,Scheduled Replenishment
609,20260629,40,HYD_DS_10,4,158,STAP_DALS_08,Staples,12,Low,52.0,2.89,90,90,115,239,150,6,0.0,Projected inventory (90) breached ROP (115). Target: 239.,Scheduled Replenishment
610,20260629,2,BEN_DS_02,1,50,BEVE_WATE_20,Beverages,12,Low,52.2,2.9,127,127,158,334,210,6,0.0,Projected inventory (127) breached ROP (158). Target: 334.,Scheduled Replenishment
611,20260629,11,DEL_DS_01,2,143,FRUI_DAIL_23,Fruits & Vegetables,12,Low,52.4,2.91,203,203,255,535,336,24,0.0,Projected inventory (203) breached ROP (255). Target: 535.,Scheduled Replenishment
612,20260629,15,DEL_DS_05,2,75,SNAC_NUTS_15,Snacks,12,Low,52.4,2.91,82,82,103,215,144,24,0.0,Projected inventory (82) breached ROP (103). Target: 215.,Scheduled Replenishment
613,20260629,38,HYD_DS_08,4,163,STAP_DALS_13,Staples,12,Low,52.4,2.91,43,43,76,120,80,8,0.0,Projected inventory (43) breached ROP (76). Target: 120.,Scheduled Replenishment
614,20260629,39,HYD_DS_09,4,105,PACK_READ_15,Packaged Foods,12,Low,52.4,2.91,103,103,132,274,180,12,0.0,Projected inventory (103) breached ROP (132). Target: 274.,Scheduled Replenishment
615,20260629,21,MUM_DS_01,3,162,STAP_RICE_12,Staples,12,Low,52.7,2.93,117,117,188,308,12,12,0.0,Projected inventory (117) breached ROP (188). Target: 308. Scaled down to respect dark store physical capacity buffer.,Scheduled Replenishment
616,20260629,40,HYD_DS_10,4,11,DAIR_MILK_11,Dairy,12,Low,53.1,2.95,164,164,204,426,264,8,0.0,Projected inventory (164) breached ROP (204). Target: 426.,Scheduled Replenishment
617,20260629,9,BEN_DS_09,1,163,STAP_DALS_13,Staples,12,Low,53.3,2.96,60,60,95,156,96,8,0.0,Projected inventory (60) breached ROP (95). Target: 156.,Scheduled Replenishment
618,20260629,23,MUM_DS_03,3,153,STAP_DALS_03,Staples,12,Low,53.5,2.97,59,59,97,157,120,24,0.0,Projected inventory (59) breached ROP (97). Target: 157.,Scheduled Replenishment
619,20260629,10,BEN_DS_10,1,12,DAIR_CURD_12,Dairy,12,Low,53.6,2.98,271,271,335,698,432,12,0.0,Projected inventory (271) breached ROP (335). Target: 698.,Scheduled Replenishment
620,20260629,38,HYD_DS_08,4,41,BEVE_JUIC_11,Beverages,12,Low,53.6,2.98,132,132,164,342,216,24,0.0,Projected inventory (132) breached ROP (164). Target: 342.,Scheduled Replenishment
621,20260629,1,BEN_DS_01,1,41,BEVE_JUIC_11,Beverages,12,Low,54.0,3.0,182,182,221,463,288,24,0.0,Projected inventory (182) breached ROP (221). Target: 463.,Scheduled Replenishment
622,20260629,11,DEL_DS_01,2,88,SNAC_NAMK_28,Snacks,12,Low,54.0,3.0,151,151,185,387,240,6,0.0,Projected inventory (151) breached ROP (185). Target: 387.,Scheduled Replenishment
623,20260629,34,HYD_DS_04,4,75,SNAC_NUTS_15,Snacks,12,Low,54.2,3.01,101,101,121,255,168,24,0.0,Projected inventory (101) breached ROP (121). Target: 255.,Scheduled Replenishment
624,20260629,18,DEL_DS_08,2,174,STAP_EDIB_24,Staples,12,Low,54.7,3.04,103,103,124,260,162,6,0.0,Projected inventory (103) breached ROP (124). Target: 260.,Scheduled Replenishment
625,20260629,8,BEN_DS_08,1,119,PACK_BREA_29,Packaged Foods,12,Low,54.9,3.05,65,65,80,166,108,12,0.0,Projected inventory (65) breached ROP (80). Target: 166.,Scheduled Replenishment
626,20260629,37,HYD_DS_07,4,73,SNAC_NAMK_13,Snacks,12,Low,54.9,3.05,193,193,234,487,312,24,0.0,Projected inventory (193) breached ROP (234). Target: 487.,Scheduled Replenishment
627,20260629,37,HYD_DS_07,4,90,SNAC_NUTS_30,Snacks,12,Low,55.1,3.06,149,149,181,376,228,6,0.0,Projected inventory (149) breached ROP (181). Target: 376.,Scheduled Replenishment
628,20260629,2,BEN_DS_02,1,156,STAP_ATTA_06,Staples,12,Low,55.4,3.08,98,98,159,255,168,12,0.0,Projected inventory (98) breached ROP (159). Target: 255.,Scheduled Replenishment
629,20260629,2,BEN_DS_02,1,170,STAP_SPIC_20,Staples,12,Low,55.6,3.09,125,125,152,314,192,8,0.0,Projected inventory (125) breached ROP (152). Target: 314.,Scheduled Replenishment
630,20260629,4,BEN_DS_04,1,27,DAIR_CURD_27,Dairy,12,Low,55.8,3.1,179,179,214,445,268,4,0.0,Projected inventory (179) breached ROP (214). Target: 445.,Scheduled Replenishment
631,20260629,24,MUM_DS_04,3,19,DAIR_CHEE_19,Dairy,12,Low,56.0,3.11,205,205,243,507,312,24,0.0,Projected inventory (205) breached ROP (243). Target: 507.,Scheduled Replenishment
632,20260629,35,HYD_DS_05,4,90,SNAC_NUTS_30,Snacks,12,Low,56.0,3.11,182,182,217,451,270,6,0.0,Projected inventory (182) breached ROP (217). Target: 451.,Scheduled Replenishment
633,20260629,39,HYD_DS_09,4,135,FRUI_CUT _15,Fruits & Vegetables,12,Low,56.0,3.11,217,217,256,534,320,4,0.0,Projected inventory (217) breached ROP (256). Target: 534.,Scheduled Replenishment
634,20260629,2,BEN_DS_02,1,119,PACK_BREA_29,Packaged Foods,12,Low,56.3,3.13,81,81,96,200,120,12,0.0,Projected inventory (81) breached ROP (96). Target: 200.,Scheduled Replenishment
635,20260629,10,BEN_DS_10,1,16,DAIR_MILK_16,Dairy,12,Low,56.3,3.13,156,156,179,378,228,12,0.0,Projected inventory (156) breached ROP (179). Target: 378.,Scheduled Replenishment
636,20260629,39,HYD_DS_09,4,250,BABY_BABY_10,Baby Care,12,Low,56.7,3.15,77,77,120,194,120,12,0.0,Projected inventory (77) breached ROP (120). Target: 194.,Scheduled Replenishment
637,20260629,17,DEL_DS_07,2,100,PACK_READ_10,Packaged Foods,12,Low,56.9,3.16,133,133,172,340,208,8,0.0,Projected inventory (133) breached ROP (172). Target: 340.,Scheduled Replenishment
638,20260629,17,DEL_DS_07,2,169,STAP_EDIB_19,Staples,12,Low,57.1,3.17,71,71,84,174,108,12,0.0,Projected inventory (71) breached ROP (84). Target: 174.,Scheduled Replenishment
639,20260629,17,DEL_DS_07,2,255,BABY_BABY_15,Baby Care,12,Low,57.2,3.18,64,64,75,155,96,6,0.0,Projected inventory (64) breached ROP (75). Target: 155.,Scheduled Replenishment
640,20260629,7,BEN_DS_07,1,26,DAIR_MILK_26,Dairy,12,Low,58.0,3.22,151,151,176,364,216,6,0.0,Projected inventory (151) breached ROP (176). Target: 364.,Scheduled Replenishment
641,20260629,23,MUM_DS_03,3,19,DAIR_CHEE_19,Dairy,12,Low,58.0,3.22,292,292,329,691,408,24,0.0,Projected inventory (292) breached ROP (329). Target: 691.,Scheduled Replenishment
642,20260629,1,BEN_DS_01,1,162,STAP_RICE_12,Staples,12,Low,58.5,3.25,124,124,179,293,180,12,0.0,Projected inventory (124) breached ROP (179). Target: 293.,Scheduled Replenishment
643,20260629,4,BEN_DS_04,1,253,BABY_DIAP_13,Baby Care,12,Low,59.9,3.33,80,80,114,186,120,24,0.0,Projected inventory (80) breached ROP (114). Target: 186.,Scheduled Replenishment
644,20260629,2,BEN_DS_02,1,155,STAP_SPIC_05,Staples,12,Low,60.1,3.34,58,58,84,136,80,4,0.0,Projected inventory (58) breached ROP (84). Target: 136.,Scheduled Replenishment
645,20260629,25,MUM_DS_05,3,19,DAIR_CHEE_19,Dairy,12,Low,60.3,3.35,275,275,301,630,360,24,0.0,Projected inventory (275) breached ROP (301). Target: 630.,Scheduled Replenishment
646,20260629,40,HYD_DS_10,4,60,BEVE_WATE_30,Beverages,12,Low,60.3,3.35,138,138,154,318,180,4,0.0,Projected inventory (138) breached ROP (154). Target: 318.,Scheduled Replenishment
647,20260629,24,MUM_DS_04,3,170,STAP_SPIC_20,Staples,12,Low,60.5,3.36,103,103,115,238,136,8,0.0,Projected inventory (103) breached ROP (115). Target: 238.,Scheduled Replenishment
648,20260629,38,HYD_DS_08,4,139,FRUI_SEAS_19,Fruits & Vegetables,12,Low,60.7,3.37,195,195,209,441,248,8,0.0,Projected inventory (195) breached ROP (209). Target: 441.,Scheduled Replenishment
649,20260629,11,DEL_DS_01,2,250,BABY_BABY_10,Baby Care,12,Low,61.4,3.41,67,67,96,155,96,12,0.0,Projected inventory (67) breached ROP (96). Target: 155.,Scheduled Replenishment
650,20260629,23,MUM_DS_03,3,16,DAIR_MILK_16,Dairy,12,Low,61.4,3.41,180,180,194,406,228,12,0.0,Projected inventory (180) breached ROP (194). Target: 406.,Scheduled Replenishment
651,20260629,40,HYD_DS_10,4,73,SNAC_NAMK_13,Snacks,12,Low,61.4,3.41,277,277,293,618,360,24,0.0,Projected inventory (277) breached ROP (293). Target: 618.,Scheduled Replenishment
652,20260629,23,MUM_DS_03,3,105,PACK_READ_15,Packaged Foods,12,Low,62.8,3.49,129,129,134,282,156,12,0.0,Projected inventory (129) breached ROP (134). Target: 282.,Scheduled Replenishment
653,20260629,28,MUM_DS_08,3,158,STAP_DALS_08,Staples,12,Low,63.2,3.51,98,98,105,217,120,6,0.0,Projected inventory (98) breached ROP (105). Target: 217.,Scheduled Replenishment
654,20260629,33,HYD_DS_03,4,17,DAIR_CURD_17,Dairy,12,Low,63.2,3.51,148,148,157,326,180,4,0.0,Projected inventory (148) breached ROP (157). Target: 326.,Scheduled Replenishment
655,20260629,7,BEN_DS_07,1,139,FRUI_SEAS_19,Fruits & Vegetables,12,Low,63.5,3.53,275,275,288,600,328,8,0.0,Projected inventory (275) breached ROP (288). Target: 600.,Scheduled Replenishment
656,20260629,17,DEL_DS_07,2,105,PACK_READ_15,Packaged Foods,12,Low,63.9,3.55,123,123,129,268,156,12,0.0,Projected inventory (123) breached ROP (129). Target: 268.,Scheduled Replenishment
657,20260629,23,MUM_DS_03,3,164,STAP_EDIB_14,Staples,12,Low,64.3,3.57,60,60,63,130,72,4,0.0,Projected inventory (60) breached ROP (63). Target: 130.,Scheduled Replenishment
658,20260629,29,MUM_DS_09,3,24,DAIR_CHEE_24,Dairy,12,Low,64.3,3.57,357,357,368,768,420,12,0.0,Projected inventory (357) breached ROP (368). Target: 768.,Scheduled Replenishment
659,20260629,29,MUM_DS_09,3,261,BABY_DIAP_21,Baby Care,12,Low,64.6,3.59,77,77,103,168,92,4,0.0,Projected inventory (77) breached ROP (103). Target: 168.,Scheduled Replenishment
660,20260629,4,BEN_DS_04,1,256,BABY_BABY_16,Baby Care,12,Low,64.8,3.6,107,107,111,229,144,24,0.0,Projected inventory (107) breached ROP (111). Target: 229.,Scheduled Replenishment
661,20260629,40,HYD_DS_10,4,45,BEVE_WATE_15,Beverages,12,Low,65.0,3.61,287,287,289,607,324,12,0.0,Projected inventory (287) breached ROP (289). Target: 607.,Scheduled Replenishment
662,20260629,38,HYD_DS_08,4,173,STAP_DALS_23,Staples,12,Low,65.3,3.63,55,55,73,118,72,24,0.0,Projected inventory (55) breached ROP (73). Target: 118.,Scheduled Replenishment
663,20260629,4,BEN_DS_04,1,289,PET _PET _19,Pet Care,12,Low,65.5,3.64,32,32,54,80,96,24,0.0,Projected inventory (32) breached ROP (54). Target: 80.,Scheduled Replenishment
664,20260629,37,HYD_DS_07,4,158,STAP_DALS_08,Staples,12,Low,66.1,3.67,83,83,85,176,96,6,0.0,Projected inventory (83) breached ROP (85). Target: 176.,Scheduled Replenishment
665,20260629,17,DEL_DS_07,2,107,PACK_PAST_17,Packaged Foods,12,Low,66.2,3.68,93,93,93,195,108,12,0.0,Projected inventory (93) breached ROP (93). Target: 195.,Scheduled Replenishment
666,20260629,4,BEN_DS_04,1,17,DAIR_CURD_17,Dairy,12,Low,66.4,3.69,229,229,230,478,252,4,0.0,Projected inventory (229) breached ROP (230). Target: 478.,Scheduled Replenishment
667,20260629,29,MUM_DS_09,3,253,BABY_DIAP_13,Baby Care,12,Low,66.6,3.7,113,113,146,237,144,24,0.0,Projected inventory (113) breached ROP (146). Target: 237.,Scheduled Replenishment
668,20260629,35,HYD_DS_05,4,143,FRUI_DAIL_23,Fruits & Vegetables,12,Low,66.8,3.71,302,302,302,628,336,24,0.0,Projected inventory (302) breached ROP (302). Target: 628.,Scheduled Replenishment
669,20260629,17,DEL_DS_07,2,60,BEVE_WATE_30,Beverages,12,Low,67.1,3.73,156,156,156,324,168,4,0.0,Projected inventory (156) breached ROP (156). Target: 324.,Scheduled Replenishment
670,20260629,40,HYD_DS_10,4,143,FRUI_DAIL_23,Fruits & Vegetables,12,Low,67.9,3.77,346,346,358,726,384,24,0.0,Projected inventory (346) breached ROP (358). Target: 726.,Scheduled Replenishment
671,20260629,33,HYD_DS_03,4,19,DAIR_CHEE_19,Dairy,12,Low,70.2,3.9,220,220,223,448,240,24,0.0,Projected inventory (220) breached ROP (223). Target: 448.,Scheduled Replenishment
