transfer_id,city_id,source_store_id,source_store_name,destination_store_id,destination_store_name,sku_id,sku_name,category,recommended_quantity,source_doc_before,source_doc_after,destination_doc_before,destination_doc_after,destination_risk_score,hours_to_stockout,transfer_distance_km,transfer_cost,projected_source_stock,projected_destination_stock,estimated_lost_sales_avoided,reason
85,4,34,HYD_DS_04,39,HYD_DS_09,274,PET _PET _04,Pet Care,12,22.34,20.8,1.02,2.37,50,18.4,2.24,23.36,162,21,2617.56,Destination projected to breach safety stock within 18.4h (DoC: 1.0d). Source retains surplus stock above protection threshold (Post-transfer DoC: 20.8d). Distance is 2.2km within configured limit.
86,1,1,BEN_DS_01,10,BEN_DS_10,220,HOUS_REPE_10,Household,12,7.78,5.91,0.94,2.56,50,16.9,2.42,23.63,38,19,3073.56,Destination projected to breach safety stock within 16.9h (DoC: 0.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 5.9d). Distance is 2.4km within configured limit.
87,3,30,MUM_DS_10,26,MUM_DS_06,207,PERS_HAIR_27,Personal Care,12,7.69,4.4,0.96,3.26,50,17.3,2.99,24.48,16,17,1762.31,Destination projected to breach safety stock within 17.3h (DoC: 1.0d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.4d). Distance is 3.0km within configured limit.
88,2,13,DEL_DS_03,19,DEL_DS_09,259,BABY_BABY_19,Baby Care,36,11.12,8.24,1.39,3.06,50,25.0,1.71,22.57,103,66,13025.88,Destination projected to breach safety stock within 25.0h (DoC: 1.4d). Source retains surplus stock above protection threshold (Post-transfer DoC: 8.2d). Distance is 1.7km within configured limit.
89,3,23,MUM_DS_03,22,MUM_DS_02,249,BABY_DIAP_09,Baby Care,24,4.03,3.14,0.74,1.59,49,13.3,5.8,28.7,84,45,12005.28,Destination projected to breach safety stock within 13.3h (DoC: 0.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.1d). Distance is 5.8km within configured limit.
90,3,30,MUM_DS_10,26,MUM_DS_06,189,PERS_SKIN_09,Personal Care,24,6.39,3.5,0.72,2.89,49,13.0,2.99,24.48,29,32,2865.34,Destination projected to breach safety stock within 13.0h (DoC: 0.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.5d). Distance is 3.0km within configured limit.
91,4,38,HYD_DS_08,34,HYD_DS_04,213,HOUS_CLEA_03,Household,6,12.56,11.11,1.36,2.53,49,24.5,1.26,21.89,46,13,1460.04,Destination projected to breach safety stock within 24.5h (DoC: 1.4d). Source retains surplus stock above protection threshold (Post-transfer DoC: 11.1d). Distance is 1.3km within configured limit.
92,3,27,MUM_DS_07,28,MUM_DS_08,252,BABY_BABY_12,Baby Care,80,24.99,22.16,1.06,3.47,48,19.1,1.68,22.52,627,115,40197.99,Destination projected to breach safety stock within 19.1h (DoC: 1.1d). Source retains surplus stock above protection threshold (Post-transfer DoC: 22.2d). Distance is 1.7km within configured limit.
93,1,9,BEN_DS_09,6,BEN_DS_06,149,FRUI_SEAS_29,Fruits & Vegetables,120,6.45,4.35,0.74,3.36,48,13.3,2.25,23.37,248,154,9566.16,Destination projected to breach safety stock within 13.3h (DoC: 0.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.3d). Distance is 2.2km within configured limit.
94,1,5,BEN_DS_05,7,BEN_DS_07,275,PET _DOG _05,Pet Care,24,8.75,5.75,0.81,3.25,48,14.6,3.79,25.68,46,32,7194.2,Destination projected to breach safety stock within 14.6h (DoC: 0.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 5.8d). Distance is 3.8km within configured limit.
95,2,13,DEL_DS_03,19,DEL_DS_09,158,STAP_DALS_08,Staples,84,10.81,7.09,0.93,3.44,48,16.7,1.71,22.57,160,115,4385.15,Destination projected to breach safety stock within 16.7h (DoC: 0.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 7.1d). Distance is 1.7km within configured limit.
96,2,18,DEL_DS_08,12,DEL_DS_02,59,BEVE_ENER_29,Beverages,120,13.93,10.93,0.83,3.52,48,14.9,0.72,21.08,438,157,4392.9,Destination projected to breach safety stock within 14.9h (DoC: 0.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 10.9d). Distance is 0.7km within configured limit.
97,3,27,MUM_DS_07,28,MUM_DS_08,224,HOUS_DISP_14,Household,24,9.3,6.79,1.66,3.56,48,29.9,1.68,22.52,65,45,3147.36,Destination projected to breach safety stock within 29.9h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 6.8d). Distance is 1.7km within configured limit.
98,2,13,DEL_DS_03,19,DEL_DS_09,30,DAIR_PANE_30,Dairy,48,4.08,3.22,1.79,2.3,47,32.2,1.71,22.57,179,216,7965.6,Destination projected to breach safety stock within 32.2h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.2d). Distance is 1.7km within configured limit.
99,3,30,MUM_DS_10,26,MUM_DS_06,4,DAIR_CHEE_04,Dairy,176,6.09,3.19,1.02,3.1,46,18.4,2.99,24.48,194,262,10792.34,Destination projected to breach safety stock within 18.4h (DoC: 1.0d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.2d). Distance is 3.0km within configured limit.
100,2,15,DEL_DS_05,16,DEL_DS_06,126,FRUI_FRES_06,Fruits & Vegetables,160,18.96,15.42,1.17,3.47,45,21.1,4.65,26.98,697,241,8987.74,Destination projected to breach safety stock within 21.1h (DoC: 1.2d). Source retains surplus stock above protection threshold (Post-transfer DoC: 15.4d). Distance is 4.7km within configured limit.
101,3,24,MUM_DS_04,23,MUM_DS_03,26,DAIR_MILK_26,Dairy,126,15.07,11.63,0.96,3.43,45,17.3,0.92,21.38,426,175,8055.63,Destination projected to breach safety stock within 17.3h (DoC: 1.0d). Source retains surplus stock above protection threshold (Post-transfer DoC: 11.6d). Distance is 0.9km within configured limit.
102,3,23,MUM_DS_03,22,MUM_DS_02,268,BABY_BABY_28,Baby Care,32,4.67,3.13,1.04,2.43,45,18.7,5.8,28.7,65,56,4137.28,Destination projected to breach safety stock within 18.7h (DoC: 1.0d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.1d). Distance is 5.8km within configured limit.
103,3,25,MUM_DS_05,29,MUM_DS_09,140,FRUI_CUT _20,Fruits & Vegetables,80,4.94,2.99,1.24,2.75,44,22.3,4.46,26.69,122,146,4367.2,Destination projected to breach safety stock within 22.3h (DoC: 1.2d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.0d). Distance is 4.5km within configured limit.
104,2,13,DEL_DS_03,20,DEL_DS_10,254,BABY_BABY_14,Baby Care,24,10.55,9.04,0.96,2.49,44,17.3,3.18,24.77,144,39,4263.84,Destination projected to breach safety stock within 17.3h (DoC: 1.0d). Source retains surplus stock above protection threshold (Post-transfer DoC: 9.0d). Distance is 3.2km within configured limit.
105,3,23,MUM_DS_03,22,MUM_DS_02,234,HOUS_DISP_24,Household,24,6.57,4.03,0.95,3.22,44,17.1,5.8,28.7,38,34,1206.7,Destination projected to breach safety stock within 17.1h (DoC: 0.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.0d). Distance is 5.8km within configured limit.
106,1,8,BEN_DS_08,9,BEN_DS_09,34,BEVE_ENER_04,Beverages,72,4.25,2.81,0.59,1.92,43,10.6,2.21,23.31,140,104,4492.8,Destination projected to breach safety stock within 10.6h (DoC: 0.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.8d). Distance is 2.2km within configured limit.
107,1,7,BEN_DS_07,3,BEN_DS_03,66,SNAC_CHIP_06,Snacks,96,4.4,3.12,0.61,2.12,43,11.0,7.2,30.79,234,135,4406.4,Destination projected to breach safety stock within 11.0h (DoC: 0.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.1d). Distance is 7.2km within configured limit.
108,3,21,MUM_DS_01,29,MUM_DS_09,239,HOUS_DISP_29,Household,6,5.34,3.82,0.86,2.16,43,15.5,7.23,30.85,15,10,769.14,Destination projected to breach safety stock within 15.5h (DoC: 0.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.8d). Distance is 7.2km within configured limit.
109,4,38,HYD_DS_08,34,HYD_DS_04,263,BABY_BABY_23,Baby Care,36,10.96,8.68,1.79,3.41,43,32.2,1.26,21.89,137,76,13989.6,Destination projected to breach safety stock within 32.2h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 8.7d). Distance is 1.3km within configured limit.
110,4,37,HYD_DS_07,40,HYD_DS_10,19,DAIR_CHEE_19,Dairy,192,7.54,4.4,1.04,3.43,42,18.7,6.03,29.05,269,275,30506.28,Destination projected to breach safety stock within 18.7h (DoC: 1.0d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.4d). Distance is 6.0km within configured limit.
111,2,15,DEL_DS_05,16,DEL_DS_06,102,PACK_PAST_12,Packaged Foods,60,5.59,3.11,1.27,2.66,42,22.9,4.65,26.98,75,115,6181.8,Destination projected to breach safety stock within 22.9h (DoC: 1.3d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.1d). Distance is 4.7km within configured limit.
112,2,15,DEL_DS_05,16,DEL_DS_06,177,STAP_RICE_27,Staples,68,6.84,3.23,0.95,3.35,42,17.1,4.65,26.98,61,95,6496.86,Destination projected to breach safety stock within 17.1h (DoC: 0.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.2d). Distance is 4.7km within configured limit.
113,3,29,MUM_DS_09,25,MUM_DS_05,233,HOUS_CLEA_23,Household,30,10.82,8.7,1.02,3.36,42,18.4,4.46,26.69,123,43,4210.18,Destination projected to breach safety stock within 18.4h (DoC: 1.0d). Source retains surplus stock above protection threshold (Post-transfer DoC: 8.7d). Distance is 4.5km within configured limit.
114,3,30,MUM_DS_10,26,MUM_DS_06,125,FRUI_CUT _05,Fruits & Vegetables,104,6.79,3.17,0.81,3.38,42,14.6,2.99,24.48,91,137,4154.12,Destination projected to breach safety stock within 14.6h (DoC: 0.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.2d). Distance is 3.0km within configured limit.
115,2,11,DEL_DS_01,18,DEL_DS_08,28,DAIR_BUTT_28,Dairy,72,8.59,6.67,1.72,3.21,42,31.0,1.25,21.87,250,155,2820.24,Destination projected to breach safety stock within 31.0h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 6.7d). Distance is 1.2km within configured limit.
116,3,24,MUM_DS_04,22,MUM_DS_02,16,DAIR_MILK_16,Dairy,132,16.0,12.57,1.03,3.37,41,18.5,6.53,29.79,483,190,15570.27,Destination projected to breach safety stock within 18.5h (DoC: 1.0d). Source retains surplus stock above protection threshold (Post-transfer DoC: 12.6d). Distance is 6.5km within configured limit.
117,3,25,MUM_DS_05,29,MUM_DS_09,143,FRUI_DAIL_23,Fruits & Vegetables,240,6.97,4.61,1.08,3.38,41,19.4,4.46,26.69,470,353,10149.3,Destination projected to breach safety stock within 19.4h (DoC: 1.1d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.6d). Distance is 4.5km within configured limit.
118,2,15,DEL_DS_05,16,DEL_DS_06,99,PACK_BREA_09,Packaged Foods,36,5.98,3.03,0.8,2.7,41,14.4,4.65,26.98,37,51,5631.12,Destination projected to breach safety stock within 14.4h (DoC: 0.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.0d). Distance is 4.7km within configured limit.
119,3,21,MUM_DS_01,29,MUM_DS_09,215,HOUS_REPE_05,Household,32,8.35,5.48,0.8,3.36,41,14.4,7.23,30.85,61,42,1730.75,Destination projected to breach safety stock within 14.4h (DoC: 0.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 5.5d). Distance is 7.2km within configured limit.
120,3,24,MUM_DS_04,22,MUM_DS_02,18,DAIR_BUTT_18,Dairy,132,8.87,4.61,0.79,3.52,40,14.2,6.53,29.79,143,170,19714.28,Destination projected to breach safety stock within 14.2h (DoC: 0.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.6d). Distance is 6.5km within configured limit.
121,1,5,BEN_DS_05,7,BEN_DS_07,146,FRUI_FRES_26,Fruits & Vegetables,144,6.12,2.78,0.48,3.36,40,8.6,3.79,25.68,120,168,3506.0,Destination projected to breach safety stock within 8.6h (DoC: 0.5d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.8d). Distance is 3.8km within configured limit.
122,4,36,HYD_DS_06,32,HYD_DS_02,237,HOUS_DISH_27,Household,8,4.59,2.92,0.97,2.08,40,17.5,5.16,27.74,14,15,1916.16,Destination projected to breach safety stock within 17.5h (DoC: 1.0d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.9d). Distance is 5.2km within configured limit.
123,4,38,HYD_DS_08,39,HYD_DS_09,294,PET _PET _24,Pet Care,8,13.4,10.9,1.27,3.31,40,22.9,1.62,22.43,35,13,617.12,Destination projected to breach safety stock within 22.9h (DoC: 1.3d). Source retains surplus stock above protection threshold (Post-transfer DoC: 10.9d). Distance is 1.6km within configured limit.
124,2,15,DEL_DS_05,12,DEL_DS_02,130,FRUI_CUT _10,Fruits & Vegetables,136,5.72,3.01,0.96,2.88,39,17.3,1.69,22.53,151,204,6280.48,Destination projected to breach safety stock within 17.3h (DoC: 1.0d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.0d). Distance is 1.7km within configured limit.
125,3,24,MUM_DS_04,22,MUM_DS_02,189,PERS_SKIN_09,Personal Care,30,7.13,3.17,1.38,3.45,39,24.8,6.53,29.79,24,50,3612.82,Destination projected to breach safety stock within 24.8h (DoC: 1.4d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.2d). Distance is 6.5km within configured limit.
126,1,3,BEN_DS_03,2,BEN_DS_02,259,BABY_BABY_19,Baby Care,24,5.07,3.45,1.05,2.53,38,18.9,4.77,27.16,51,41,8683.92,Destination projected to breach safety stock within 18.9h (DoC: 1.1d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.5d). Distance is 4.8km within configured limit.
127,1,9,BEN_DS_09,8,BEN_DS_08,276,PET _CAT _06,Pet Care,12,5.33,3.73,1.29,3.22,38,23.2,2.21,23.31,28,20,5036.16,Destination projected to breach safety stock within 23.2h (DoC: 1.3d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.7d). Distance is 2.2km within configured limit.
128,3,23,MUM_DS_03,22,MUM_DS_02,121,FRUI_FRES_01,Fruits & Vegetables,184,7.53,2.98,1.11,3.36,38,20.0,5.8,28.7,225,275,4396.84,Destination projected to breach safety stock within 20.0h (DoC: 1.1d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.0d). Distance is 5.8km within configured limit.
129,2,13,DEL_DS_03,19,DEL_DS_09,295,PET _DOG _25,Pet Care,24,7.59,4.74,0.69,2.77,38,12.4,1.71,22.57,40,32,3674.16,Destination projected to breach safety stock within 12.4h (DoC: 0.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.7d). Distance is 1.7km within configured limit.
130,1,5,BEN_DS_05,7,BEN_DS_07,101,PACK_NOOD_11,Packaged Foods,84,9.96,7.14,1.64,3.47,38,29.5,3.79,25.68,212,159,10998.12,Destination projected to breach safety stock within 29.5h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 7.1d). Distance is 3.8km within configured limit.
131,2,13,DEL_DS_03,19,DEL_DS_09,12,DAIR_CURD_12,Dairy,168,6.98,4.43,1.77,3.47,38,31.9,1.71,22.57,292,344,24124.8,Destination projected to breach safety stock within 31.9h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.4d). Distance is 1.7km within configured limit.
132,1,4,BEN_DS_04,5,BEN_DS_05,90,SNAC_NUTS_30,Snacks,126,7.33,5.16,1.13,3.44,37,20.3,4.94,27.41,299,188,19537.1,Destination projected to breach safety stock within 20.3h (DoC: 1.1d). Source retains surplus stock above protection threshold (Post-transfer DoC: 5.2d). Distance is 4.9km within configured limit.
133,1,1,BEN_DS_01,10,BEN_DS_10,128,FRUI_DAIL_08,Fruits & Vegetables,96,9.81,7.55,1.17,3.3,37,21.1,2.42,23.63,321,149,9221.03,Destination projected to breach safety stock within 21.1h (DoC: 1.2d). Source retains surplus stock above protection threshold (Post-transfer DoC: 7.5d). Distance is 2.4km within configured limit.
134,4,37,HYD_DS_07,40,HYD_DS_10,7,DAIR_CURD_07,Dairy,72,4.43,3.21,1.46,2.26,37,26.3,6.03,29.05,189,203,11159.28,Destination projected to breach safety stock within 26.3h (DoC: 1.5d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.2d). Distance is 6.0km within configured limit.
135,1,4,BEN_DS_04,10,BEN_DS_10,248,BABY_BABY_08,Baby Care,60,5.91,3.34,1.1,3.44,36,19.8,1.13,21.7,78,88,24733.8,Destination projected to breach safety stock within 19.8h (DoC: 1.1d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.3d). Distance is 1.1km within configured limit.
136,3,30,MUM_DS_10,26,MUM_DS_06,8,DAIR_BUTT_08,Dairy,184,11.11,8.1,1.32,3.51,36,23.8,2.99,24.48,495,295,23369.32,Destination projected to breach safety stock within 23.8h (DoC: 1.3d). Source retains surplus stock above protection threshold (Post-transfer DoC: 8.1d). Distance is 3.0km within configured limit.
137,3,23,MUM_DS_03,22,MUM_DS_02,1,DAIR_MILK_01,Dairy,120,4.29,2.94,1.21,2.48,36,21.8,5.8,28.7,261,234,11427.6,Destination projected to breach safety stock within 21.8h (DoC: 1.2d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.9d). Distance is 5.8km within configured limit.
138,3,23,MUM_DS_03,29,MUM_DS_09,5,DAIR_PANE_05,Dairy,104,6.66,4.32,1.29,3.45,36,23.2,13.77,40.66,192,166,9127.7,Destination projected to breach safety stock within 23.2h (DoC: 1.3d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.3d). Distance is 13.8km within configured limit.
139,3,24,MUM_DS_04,22,MUM_DS_02,130,FRUI_CUT _10,Fruits & Vegetables,112,4.93,2.92,1.28,2.65,36,23.0,6.53,29.79,163,217,5172.16,Destination projected to breach safety stock within 23.0h (DoC: 1.3d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.9d). Distance is 6.5km within configured limit.
140,2,18,DEL_DS_08,12,DEL_DS_02,38,BEVE_TEA _08,Beverages,120,5.47,3.31,1.24,3.12,36,22.3,0.72,21.08,184,199,5798.4,Destination projected to breach safety stock within 22.3h (DoC: 1.2d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.3d). Distance is 0.7km within configured limit.
141,3,21,MUM_DS_01,23,MUM_DS_03,189,PERS_SKIN_09,Personal Care,30,7.43,4.54,0.94,3.5,36,16.9,8.81,33.21,47,41,2989.92,Destination projected to breach safety stock within 16.9h (DoC: 0.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.5d). Distance is 8.8km within configured limit.
142,3,30,MUM_DS_10,26,MUM_DS_06,16,DAIR_MILK_16,Dairy,84,15.63,13.38,1.95,3.36,36,35.1,2.99,24.48,499,200,11574.36,Destination projected to breach safety stock within 35.1h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 13.4d). Distance is 3.0km within configured limit.
143,2,18,DEL_DS_08,17,DEL_DS_07,159,STAP_EDIB_09,Staples,32,4.23,3.1,1.11,2.07,35,20.0,5.99,28.99,88,69,17929.92,Destination projected to breach safety stock within 20.0h (DoC: 1.1d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.1d). Distance is 6.0km within configured limit.
